Local TimeFreq mean	I 4 mean	I a mean	I avg mean	I b mean	I c mean	kVA tot mean	kVAR tot mean	kW tot mean	PF lag mean	PF lead mean	V unbal mean	Vll ab mean	Vll avg mean	Vll bc mean	Vll ca mean
26-05-2024 15:45:0059.98	0.00	152.89	152.61	153.27	151.67	9323.42	-1464.48	9207.66		98.76	0.37	35589.65	35483.29	35486.75	35373.45
26-05-2024 16:00:0059.99	0.00	153.18	151.26	149.43	151.18	9260.16	-1482.86	9140.64		98.71	0.40	35694.82	35560.05	35549.84	35435.40
26-05-2024 16:15:0060.01	0.00	152.27	149.56	147.42	149.01	9153.69	-1525.43	9025.65		98.60	0.38	35687.59	35560.49	35548.71	35445.18
26-05-2024 16:30:0059.99	0.00	152.29	149.92	147.67	149.80	9171.51	-1543.23	9040.71		98.57	0.32	35648.12	35544.67	35534.77	35451.17
26-05-2024 16:45:0059.98	0.00	151.72	149.57	147.00	149.99	9161.14	-1535.22	9031.56		98.59	0.34	35698.93	35592.05	35575.50	35501.66
26-05-2024 17:00:0060.00	0.00	151.10	149.90	146.98	151.62	9187.97	-1569.05	9052.98		98.53	0.31	35721.04	35623.63	35598.64	35551.18
26-05-2024 17:15:0059.99	0.00	150.32	149.22	147.74	149.60	9154.14	-1590.67	9014.85		98.48	0.31	35750.82	35661.53	35650.45	35583.29
26-05-2024 17:30:0060.00	0.00	151.91	150.46	148.43	151.05	9227.97	-1639.67	9081.10		98.41	0.33	35755.84	35658.44	35636.65	35582.93
26-05-2024 17:45:0059.98	0.00	149.61	149.83	148.38	151.49	9194.36	-1672.45	9040.92		98.33	0.31	35774.50	35694.45	35663.59	35645.27
26-05-2024 18:00:0060.00	0.00	149.43	149.72	149.63	150.09	9208.73	-1715.90	9047.45		98.25	0.30	35860.61	35792.43	35779.17	35737.50
26-05-2024 18:15:0059.99	0.00	149.91	150.09	148.55	151.82	9243.77	-1752.40	9076.12		98.19	0.29	35922.12	35849.56	35829.51	35797.04
26-05-2024 18:30:0059.98	0.00	153.36	153.40	152.02	154.82	9414.89	-1808.94	9239.41		98.14	0.35	35829.16	35742.21	35719.13	35678.44
26-05-2024 18:45:0059.98	0.00	166.35	165.45	163.74	166.26	10051.59	-1830.93	9882.78		98.31	0.38	35514.21	35411.79	35390.64	35330.49
26-05-2024 19:00:0059.98	0.00	191.99	188.04	184.95	187.17	11300.14	-1669.93	11176.03		98.90	0.45	35153.93	35012.84	34998.31	34886.30
26-05-2024 19:15:0059.98	0.00	202.44	196.15	192.38	193.64	11743.80	-1702.53	11619.72		98.94	0.45	35031.72	34883.86	34879.35	34740.54
26-05-2024 19:30:0060.00	0.00	204.51	197.98	194.93	194.48	11902.27	-1740.84	11774.26		98.92	0.32	35137.84	35041.55	35053.94	34932.91
26-05-2024 19:45:0059.99	0.00	204.44	197.83	193.39	195.66	11955.99	-1721.47	11831.37		98.96	0.25	35317.45	35240.50	35248.94	35155.11
26-05-2024 20:00:0060.01	0.00	203.48	195.61	191.02	192.32	11839.36	-1784.54	11704.03		98.86	0.29	35406.92	35315.88	35325.02	35215.75
26-05-2024 20:15:0059.98	0.00	197.73	190.64	187.59	186.61	11561.77	-1834.82	11415.21		98.73	0.25	35484.41	35412.11	35429.27	35322.70
26-05-2024 20:30:0060.02	0.00	192.64	184.95	181.58	180.63	11242.21	-1886.01	11082.88		98.58	0.23	35588.39	35516.58	35535.32	35426.09
26-05-2024 20:45:0060.00	0.00	187.55	180.80	177.54	177.32	11003.59	-1901.15	10838.06		98.50	0.22	35641.83	35575.21	35591.77	35492.01
26-05-2024 21:00:0060.01	0.00	182.21	176.59	173.78	173.79	10776.87	-1932.76	10602.13		98.38	0.22	35742.93	35682.84	35695.09	35610.57
26-05-2024 21:15:0059.99	0.00	177.20	170.91	167.29	168.25	10451.73	-1955.14	10267.06		98.23	0.21	35826.12	35764.71	35780.51	35687.49
26-05-2024 21:30:0059.99	0.00	170.33	164.40	161.08	161.78	10040.30	-2033.70	9832.00		97.92	0.13	35758.97	35719.61	35751.74	35648.12
26-05-2024 21:45:0060.01	0.00	163.38	157.83	154.77	155.34	9670.99	-2091.50	9442.05		97.63	0.09	35881.22	35848.55	35881.67	35782.75
26-05-2024 22:00:0059.99	0.00	155.71	150.95	147.39	149.75	9269.55	-2121.10	9023.38		97.34	0.10	35961.99	35930.39	35946.48	35882.68
26-05-2024 22:15:0060.00	0.00	146.03	141.42	139.20	139.03	8545.43	561.12	8416.04	98.66		0.10	35228.41	35204.63	35234.33	35151.16
26-05-2024 22:30:0060.01	0.00	138.35	134.25	132.69	131.70	8075.11	1575.54	7919.84	98.08		0.10	35007.77	34988.98	35021.54	34937.69
26-05-2024 22:45:0060.01	0.00	132.11	128.16	126.37	126.00	7723.12	1584.35	7558.85	97.87		0.10	35057.35	35039.51	35060.44	35000.81
26-05-2024 23:00:0059.99	0.00	124.12	120.61	118.80	118.90	7271.72	1547.73	7105.06	97.71		0.22	35116.83	35056.37	35060.64	34991.70
26-05-2024 23:15:0059.98	0.00	118.91	115.42	113.37	113.98	6955.35	1525.21	6786.01	97.56		0.31	35142.66	35048.10	35037.77	34963.81
26-05-2024 23:30:0059.98	0.00	115.03	111.06	107.68	110.48	6687.87	1503.50	6516.64	97.44		0.35	35127.48	35014.27	34983.55	34931.79
26-05-2024 23:45:0059.98	0.00	110.93	107.28	105.27	105.63	6475.94	1542.44	6289.50	97.12		0.35	35199.49	35095.24	35071.50	35014.73
27-05-2024 00:00:0059.98	0.00	108.58	104.57	103.05	102.08	6324.59	1571.62	6126.16	96.86		0.33	35251.32	35154.59	35136.21	35076.27
27-05-2024 00:15:0059.99	0.00	105.53	101.09	99.34	98.41	6127.23	1554.15	5926.83	96.73		0.31	35332.37	35235.86	35218.26	35157.01
27-05-2024 00:30:0059.98	0.00	102.72	98.89	97.06	96.90	6005.10	1572.81	5795.44	96.51		0.30	35394.44	35302.17	35279.72	35232.40
27-05-2024 00:45:0059.98	0.00	100.56	96.93	95.22	95.02	5893.25	1583.29	5676.57	96.32		0.29	35438.57	35350.83	35332.28	35281.67
27-05-2024 01:00:0059.98	0.00	98.63	95.13	93.50	93.25	5787.75	1566.17	5571.79	96.27		0.30	35469.74	35380.90	35353.27	35319.62
27-05-2024 01:15:0059.99	0.00	96.60	93.34	92.27	91.13	5688.45	1565.11	5468.89	96.14		0.29	35532.66	35447.63	35418.55	35391.60
27-05-2024 01:30:0059.98	0.00	96.57	92.95	91.26	91.03	5669.77	1578.74	5445.53	96.05		0.28	35559.26	35475.12	35447.26	35418.77
27-05-2024 01:45:0059.98	0.00	95.03	91.49	90.13	89.30	5582.82	1573.83	5356.38	95.94		0.29	35580.72	35496.84	35469.34	35440.47
27-05-2024 02:00:0059.99	0.00	94.52	90.87	89.75	88.32	5546.24	1575.37	5317.77	95.88		0.29	35592.73	35507.18	35481.45	35447.34
27-05-2024 02:15:0059.98	0.00	93.70	90.10	88.83	87.76	5501.79	1572.84	5272.15	95.83		0.29	35610.61	35524.26	35500.77	35461.45
27-05-2024 02:30:0059.99	0.00	93.08	89.80	88.79	87.53	5479.16	1542.85	5257.44	95.95		0.29	35571.75	35489.68	35464.46	35432.90
27-05-2024 02:45:0059.98	0.00	92.28	88.38	86.12	86.75	5262.81	1255.07	5110.79	97.11		0.28	34608.43	34528.58	34532.86	34444.48
27-05-2024 03:00:0059.98	0.00	92.45	88.41	85.66	87.11	5263.78	1261.44	5110.39	97.09		0.29	34602.98	34518.95	34521.62	34432.24
27-05-2024 03:15:0059.99	0.00	92.02	88.80	86.34	88.03	5284.04	1249.33	5134.21	97.16		0.28	34577.07	34498.47	34499.10	34419.31
27-05-2024 03:30:0059.98	0.00	93.29	89.41	86.66	88.29	5318.84	1255.47	5168.53	97.17		0.29	34565.34	34481.71	34483.58	34396.19
27-05-2024 03:45:0059.98	0.00	94.77	90.10	86.93	88.60	5359.52	1277.27	5205.09	97.12		0.25	34559.09	34478.86	34487.73	34389.78
27-05-2024 04:00:0059.99	0.00	93.61	89.47	87.04	87.76	5325.19	1261.27	5173.65	97.15		0.25	34576.15	34499.82	34509.42	34413.89
27-05-2024 04:15:0059.98	0.00	93.73	89.64	87.33	87.87	5327.80	1232.90	5183.15	97.28		0.27	34532.03	34452.70	34456.78	34369.29
27-05-2024 04:30:0059.98	0.00	95.22	91.73	90.19	89.79	5444.15	1242.49	5300.47	97.36		0.25	34469.48	34398.16	34404.21	34320.75
27-05-2024 04:45:0059.99	0.00	96.36	93.14	91.82	91.25	5517.34	1222.25	5380.23	97.51		0.25	34401.34	34332.38	34337.05	34258.74
27-05-2024 05:00:0059.98	0.00	100.17	96.76	93.68	96.44	5719.75	1242.51	5583.15	97.61		0.28	34346.50	34259.88	34248.73	34184.38
27-05-2024 05:15:0059.98	0.00	107.20	102.87	99.53	101.89	6055.45	1240.96	5926.82	97.87		0.29	34202.75	34110.49	34104.70	34023.99
27-05-2024 05:30:0059.98	0.00	110.40	106.83	103.30	106.78	6266.65	1168.53	6156.63	98.24		0.27	34083.72	33995.37	33980.06	33922.32
27-05-2024 05:45:0059.99	0.00	113.05	108.45	105.86	106.44	6349.21	1075.58	6257.41	98.55		0.24	34001.38	33923.48	33929.93	33839.17
27-05-2024 06:00:0059.98	0.00	116.91	114.78	114.56	112.88	6699.59	1123.40	6604.73	98.58		0.20	33868.61	33816.95	33828.85	33753.52
27-05-2024 06:15:0059.97	0.00	123.98	121.35	119.75	120.33	7086.89	1227.14	6979.49	98.49		0.25	33904.25	33832.88	33829.39	33764.91
27-05-2024 06:30:0060.00	0.00	129.59	126.83	123.95	126.95	7501.23	1376.75	7373.70	98.30		0.36	34387.78	34282.46	34236.45	34223.16
27-05-2024 06:45:0059.99	0.00	134.53	130.49	128.42	128.51	7697.47	1435.57	7562.40	98.25		0.35	34307.20	34199.11	34169.34	34120.82
27-05-2024 07:00:0059.98	0.00	136.18	132.18	129.77	130.58	7773.59	1514.48	7624.57	98.08		0.29	34190.14	34099.29	34079.02	34028.67
27-05-2024 07:15:0059.98	0.00	134.95	132.21	130.56	131.12	7855.16	110.53	7810.05		99.55	0.22	34539.54	34476.66	34470.87	34419.54
27-05-2024 07:30:0059.99	0.00	139.65	136.19	132.73	136.20	8183.68	-1098.10	8090.62		98.88	0.15	34960.97	34903.50	34904.55	34844.96
27-05-2024 07:45:0059.98	0.00	143.86	139.98	136.36	139.73	8464.16	-1786.18	8273.46		97.75	0.13	35217.97	35161.97	35170.22	35097.69
27-05-2024 08:00:0059.98	0.00	147.50	144.41	141.07	144.67	8688.18	-1683.35	8523.47		98.10	0.07	35011.92	34971.66	34985.03	34918.04
27-05-2024 08:15:0059.98	0.00	150.09	149.23	146.41	151.20	8936.77	-1626.12	8787.45		98.33	0.10	34840.02	34801.36	34799.90	34764.11
27-05-2024 08:30:0059.98	0.00	154.48	153.46	149.86	156.03	9159.44	-1525.71	9031.41		98.60	0.17	34739.10	34678.70	34680.47	34616.43
27-05-2024 08:45:0059.93	0.00	156.49	155.61	150.93	159.40	9296.21	-1426.29	9185.99		98.81	0.21	34774.52	34704.47	34706.95	34631.95
27-05-2024 09:00:0060.02	0.00	159.98	159.63	155.58	163.31	9494.78	-1385.93	9393.04		98.93	0.21	34615.27	34546.43	34548.41	34475.63
27-05-2024 09:15:0060.01	0.00	160.42	161.15	158.74	164.27	9557.00	-1325.92	9464.52		99.03	0.17	34492.15	34445.97	34460.73	34385.03
27-05-2024 09:30:0060.00	0.00	162.10	162.64	159.93	165.89	9640.78	-1306.35	9551.79		99.08	0.18	34469.72	34429.74	34457.60	34361.89
27-05-2024 09:45:0060.00	0.00	165.93	165.35	161.17	168.94	9795.50	-1225.17	9718.48		99.21	0.22	34454.29	34403.21	34433.77	34321.47
27-05-2024 10:00:0059.99	0.00	168.42	167.95	163.77	171.67	9918.96	-1136.50	9853.59		99.34	0.20	34332.23	34288.44	34323.34	34209.83
27-05-2024 10:15:0060.01	0.00	167.14	167.65	163.50	172.32	9965.44	-1130.58	9901.04		99.35	0.15	34557.42	34515.65	34527.12	34462.44
27-05-2024 10:30:0060.00	0.00	169.80	171.09	167.15	176.31	10088.80	-1122.06	10026.19		99.38	0.20	34270.91	34230.10	34254.84	34164.46
27-05-2024 10:45:0060.00	0.00	172.20	172.42	167.92	177.13	10150.20	-1098.37	10090.56		99.41	0.21	34215.07	34172.53	34203.24	34099.25
27-05-2024 11:00:0060.00	0.00	175.59	175.67	171.97	179.43	10298.41	-1010.09	10248.68		99.52	0.20	34069.77	34024.55	34054.11	33949.71
27-05-2024 11:15:0060.00	0.00	177.32	178.39	174.38	183.46	10427.59	-965.10	10382.81		99.57	0.19	33967.00	33917.86	33931.66	33854.88
27-05-2024 11:30:0060.00	0.00	176.98	177.19	172.08	182.51	10356.01	-961.30	10311.23		99.57	0.23	33971.74	33912.59	33926.05	33839.98
27-05-2024 11:45:0059.99	0.00	179.50	179.53	175.01	184.08	10471.02	-981.05	10424.94		99.56	0.24	33901.80	33839.08	33858.05	33757.33
27-05-2024 12:00:0060.02	0.00	177.43	178.60	174.11	184.24	10434.20	-991.41	10386.98		99.55	0.24	33958.36	33900.24	33913.66	33828.72
27-05-2024 12:15:0060.00	0.00	177.43	178.37	174.31	183.37	10468.46	-968.54	10423.53		99.57	0.24	34114.46	34053.81	34066.51	33980.48
27-05-2024 12:30:0060.00	0.00	176.65	178.18	174.62	183.28	10488.63	-981.68	10442.56		99.56	0.18	34203.32	34160.14	34173.82	34103.27
27-05-2024 12:45:0060.00	0.00	174.15	175.06	171.26	179.78	10332.08	-996.51	10283.87		99.53	0.18	34307.51	34256.63	34268.36	34193.98
27-05-2024 13:00:0060.01	0.00	172.45	173.83	170.07	178.96	10277.38	-1023.81	10226.24		99.50	0.20	34370.10	34314.68	34314.67	34259.31
27-05-2024 13:15:0060.00	0.00	172.99	174.44	172.00	178.32	10306.07	-1060.48	10251.31		99.47	0.18	34342.21	34296.23	34304.88	34241.61
27-05-2024 13:30:0060.00	0.00	171.68	172.66	170.25	176.06	10231.27	-1124.48	10169.21		99.39	0.22	34462.87	34404.50	34410.53	34340.14
27-05-2024 13:45:0059.99	0.00	169.86	170.89	169.42	173.38	10144.21	-1144.84	10079.38		99.36	0.20	34513.88	34467.09	34488.91	34398.51
27-05-2024 14:00:0060.00	0.00	169.78	170.45	169.06	172.51	10138.06	-1180.87	10068.98		99.32	0.20	34580.91	34533.27	34553.16	34465.79
27-05-2024 14:15:0060.00	0.00	169.02	170.13	167.65	173.73	10111.89	-1170.58	10043.85		99.33	0.23	34562.91	34507.14	34512.12	34446.39
27-05-2024 14:30:0060.01	0.00	170.80	171.67	168.53	175.68	10194.18	-1150.36	10129.04		99.36	0.25	34531.47	34470.27	34470.62	34408.74
27-05-2024 14:45:0060.00	0.00	169.64	171.15	168.38	175.44	10165.79	-1145.82	10100.99		99.36	0.26	34539.22	34477.39	34477.06	34415.87
27-05-2024 15:00:0060.00	0.00	170.46	171.65	168.34	176.15	10182.86	-1144.67	10118.30		99.37	0.27	34502.75	34433.31	34429.38	34367.83
27-05-2024 15:15:0060.00	0.00	169.91	171.84	167.97	177.64	10192.61	-1137.20	10128.95		99.38	0.25	34494.48	34429.03	34425.71	34366.90
27-05-2024 15:30:0060.01	0.00	168.78	170.41	167.51	174.95	10111.78	-1161.44	10044.81		99.34	0.24	34504.49	34445.00	34451.73	34378.77
27-05-2024 15:45:0060.00	0.00	170.07	170.61	166.50	175.25	10133.78	-1126.87	10070.92		99.38	0.28	34549.02	34476.51	34487.75	34392.79
27-05-2024 16:00:0059.97	0.00	169.46	170.82	167.78	175.21	10151.82	-1173.39	10083.73		99.33	0.30	34581.48	34501.82	34503.40	34420.66
27-05-2024 16:15:0060.00	0.00	167.94	169.64	167.73	173.25	10102.80	-1195.40	10031.82		99.30	0.27	34646.80	34581.48	34587.27	34510.33
27-05-2024 16:30:0060.00	0.00	168.39	170.20	167.75	174.46	10163.95	-1199.58	10092.88		99.30	0.26	34735.67	34673.80	34673.49	34612.20
27-05-2024 16:45:0060.00	0.00	169.50	170.99	168.21	175.27	10237.13	-1273.12	10157.58		99.22	0.25	34830.99	34768.43	34764.91	34709.39
27-05-2024 17:00:0060.00	0.00	169.83	170.72	166.86	175.46	10240.90	-1361.12	10149.97		99.11	0.29	34929.70	34852.78	34837.96	34790.65
27-05-2024 17:15:0060.01	0.00	167.99	169.57	165.63	175.09	10188.96	-1532.31	10072.92		98.86	0.26	35013.68	34942.89	34922.51	34892.47
27-05-2024 17:30:0060.02	0.00	167.96	170.02	166.60	175.50	10236.77	-1591.49	10112.24		98.78	0.28	35109.41	35037.75	35008.55	34995.29
27-05-2024 17:45:0060.01	0.00	168.83	169.39	166.65	172.69	10220.04	-1668.31	10082.88		98.66	0.32	35204.03	35117.91	35110.00	35039.66
27-05-2024 18:00:0060.02	0.00	166.78	168.89	167.21	172.70	10220.01	-1719.26	10074.35		98.57	0.29	35297.69	35230.72	35220.84	35173.58
27-05-2024 18:15:0060.01	0.00	168.91	169.20	166.85	171.84	10276.72	-1766.24	10123.73		98.51	0.26	35439.13	35377.18	35393.53	35298.84
27-05-2024 18:30:0059.99	0.00	173.19	172.13	168.60	174.59	10441.77	-1836.11	10279.03		98.44	0.26	35427.55	35354.78	35367.91	35268.89
27-05-2024 18:45:0060.00	0.00	186.60	185.36	182.01	187.46	11156.23	-1769.72	11014.44		98.72	0.32	35172.60	35083.00	35099.34	34977.09
27-05-2024 19:00:0060.00	0.00	202.93	200.30	194.46	203.50	11989.57	-1703.48	11867.81		98.98	0.40	35011.21	34891.50	34897.00	34766.26
27-05-2024 19:15:0060.03	0.00	209.48	204.24	197.87	205.38	12203.01	-1741.95	12078.01		98.98	0.43	34977.96	34845.29	34868.70	34689.23
27-05-2024 19:30:0060.00	0.00	211.48	205.43	199.62	205.17	12266.47	-1755.50	12140.18		98.97	0.43	34971.56	34831.30	34850.81	34671.44
27-05-2024 19:45:0059.99	0.00	211.87	205.06	198.59	204.72	12258.96	-1758.88	12132.09		98.96	0.45	35030.74	34882.64	34900.81	34716.36
27-05-2024 20:00:0060.01	0.00	208.35	201.63	195.81	200.73	12084.00	-1809.86	11947.69		98.87	0.43	35129.89	34988.65	35001.09	34834.86
27-05-2024 20:15:0060.02	0.00	203.31	196.10	191.08	193.90	11826.52	-1855.41	11680.05		98.76	0.34	35338.91	35228.39	35257.52	35088.72
27-05-2024 20:30:0060.00	0.00	199.24	191.29	185.68	188.94	11572.45	-1882.11	11418.32		98.67	0.30	35452.42	35352.01	35384.36	35219.30
27-05-2024 20:45:0060.02	0.00	192.58	185.84	182.08	182.85	11257.54	-1925.81	11091.58		98.53	0.26	35494.47	35412.27	35449.80	35292.52
27-05-2024 21:00:0060.01	0.00	188.52	180.64	176.21	177.19	10953.58	-1975.87	10773.78		98.36	0.27	35545.59	35457.10	35498.29	35327.50
27-05-2024 21:15:0060.03	0.00	182.39	176.11	171.98	173.97	10695.97	-2007.44	10505.85		98.22	0.24	35587.06	35508.60	35540.56	35398.24
27-05-2024 21:30:0060.01	0.00	175.41	168.04	163.48	165.23	10242.84	-2060.32	10033.37		97.95	0.22	35735.18	35654.93	35688.02	35541.57
27-05-2024 21:45:0060.00	0.00	166.73	160.46	157.28	157.37	9791.94	-2089.58	9566.34		97.70	0.21	35776.44	35706.87	35739.15	35604.97
27-05-2024 22:00:0060.01	0.00	158.72	153.57	150.59	151.40	9354.68	-2141.69	9105.89		97.34	0.18	35683.31	35629.28	35663.81	35540.72
27-05-2024 22:15:0060.02	0.00	147.80	143.61	140.93	142.11	8581.92	476.69	8458.48	98.83		0.19	34865.07	34812.91	34827.65	34745.94
27-05-2024 22:30:0060.00	0.00	142.12	137.35	134.26	135.68	8157.73	1480.63	8022.22	98.34		0.21	34601.58	34539.79	34554.25	34463.62
27-05-2024 22:45:0060.00	0.00	134.10	129.49	127.05	127.33	7635.04	1366.96	7511.59	98.38		0.39	34406.85	34284.01	34296.09	34149.09
27-05-2024 23:00:0060.01	0.00	127.81	123.55	120.95	121.90	7269.17	1322.60	7147.76	98.33		0.50	34398.21	34235.69	34249.46	34059.31
27-05-2024 23:15:0060.00	0.00	120.78	117.21	114.63	116.21	6898.46	1297.21	6775.40	98.22		0.50	34405.76	34247.13	34247.00	34088.61
27-05-2024 23:30:0060.01	0.00	115.52	112.19	109.85	111.20	6601.72	1282.99	6475.83	98.09		0.49	34381.96	34230.54	34232.44	34077.29
27-05-2024 23:45:0060.02	0.00	111.52	108.54	106.60	107.50	6395.05	1277.36	6266.13	97.98		0.47	34415.27	34271.59	34266.40	34133.14
28-05-2024 00:00:0060.02	0.00	108.00	104.82	102.85	103.60	6201.55	1308.57	6061.90	97.75		0.49	34562.41	34415.58	34407.76	34276.53
28-05-2024 00:15:0060.01	0.00	106.02	102.58	100.67	101.04	6065.16	1314.97	5920.89	97.62		0.46	34522.98	34382.67	34375.43	34249.55
28-05-2024 00:30:0060.03	0.00	102.71	98.96	97.33	96.84	5865.73	1299.80	5719.87	97.51		0.45	34608.39	34470.05	34466.20	34335.60
28-05-2024 00:45:0060.01	0.00	100.58	97.45	96.40	95.38	5789.87	1339.29	5632.83	97.29		0.45	34687.85	34555.24	34547.86	34430.05
28-05-2024 01:00:0059.99	0.00	98.43	95.99	95.04	94.49	5707.94	1336.14	5549.33	97.22		0.45	34715.84	34585.29	34567.40	34472.65
28-05-2024 01:15:0060.00	0.00	97.97	95.36	94.23	93.89	5668.90	1340.29	5508.16	97.16		0.44	34692.76	34565.05	34545.50	34456.96
28-05-2024 01:30:0060.00	0.00	96.09	93.28	92.26	91.48	5547.25	1300.91	5392.53	97.21		0.41	34711.17	34591.77	34576.89	34487.32
28-05-2024 01:45:0060.01	0.00	95.17	92.23	90.87	90.64	5495.58	1303.34	5338.78	97.15		0.42	34781.63	34658.27	34643.11	34550.07
28-05-2024 02:00:0060.00	0.00	95.42	91.94	90.08	90.31	5481.42	1304.51	5323.92	97.13		0.41	34798.89	34676.73	34660.82	34570.42
28-05-2024 02:15:0060.01	0.00	94.96	91.68	90.13	89.96	5471.05	1303.47	5313.50	97.12		0.41	34830.20	34708.91	34688.69	34607.91
28-05-2024 02:30:0060.01	0.00	94.36	90.82	89.33	88.77	5425.24	1293.94	5268.66	97.11		0.39	34865.18	34747.22	34733.67	34642.77
28-05-2024 02:45:0060.00	0.00	93.80	90.32	88.62	88.53	5398.90	1291.74	5242.09	97.10		0.40	34892.27	34774.16	34761.67	34668.43
28-05-2024 03:00:0060.02	0.00	93.24	89.67	88.29	87.48	5358.69	1272.41	5205.41	97.14		0.41	34887.84	34765.52	34750.90	34657.79
28-05-2024 03:15:0060.00	0.00	93.06	89.59	87.54	88.18	5354.64	1274.34	5200.78	97.13		0.42	34896.21	34768.71	34749.89	34659.94
28-05-2024 03:30:0060.01	0.00	92.47	89.34	87.81	87.73	5341.01	1262.06	5189.76	97.17		0.42	34907.59	34782.81	34761.59	34679.24
28-05-2024 03:45:0060.02	0.00	93.92	90.42	88.42	88.91	5395.30	1267.59	5244.26	97.20		0.40	34822.84	34702.72	34686.40	34599.02
28-05-2024 04:00:0060.00	0.00	94.30	91.16	89.00	90.19	5437.34	1272.80	5286.26	97.22		0.42	34810.64	34685.59	34663.95	34582.11
28-05-2024 04:15:0060.00	0.00	94.65	91.46	89.19	90.53	5446.61	1250.93	5300.96	97.33		0.42	34755.34	34628.18	34604.88	34524.33
28-05-2024 04:30:0060.00	0.00	96.99	93.30	90.23	92.67	5548.67	1231.42	5410.28	97.51		0.40	34696.62	34570.80	34552.98	34462.90
28-05-2024 04:45:0060.00	0.00	98.80	94.95	92.98	93.07	5631.37	1200.98	5501.81	97.70		0.39	34583.26	34465.04	34456.28	34355.63
28-05-2024 05:00:0060.00	0.00	101.46	97.84	95.46	96.60	5792.56	1200.33	5666.83	97.83		0.41	34515.87	34390.04	34375.46	34278.78
28-05-2024 05:15:0060.00	0.00	105.72	102.43	99.70	101.87	6051.68	1223.31	5926.65	97.93		0.42	34440.50	34311.39	34292.97	34200.71
28-05-2024 05:30:0060.00	0.00	109.75	107.06	104.02	107.40	6306.82	1175.95	6196.12	98.25		0.43	34339.01	34207.15	34187.73	34094.75
28-05-2024 05:45:0060.00	0.00	111.30	108.75	108.10	106.86	6405.83	1133.02	6304.71	98.42		0.36	34317.10	34206.68	34204.76	34098.28
28-05-2024 06:00:0060.01	0.00	115.57	114.27	114.51	112.73	6720.42	1121.20	6626.18	98.60		0.35	34236.74	34139.50	34151.29	34030.44
28-05-2024 06:15:0059.99	0.00	124.06	121.06	119.55	119.56	7087.84	1182.88	6988.42	98.60		0.37	34081.09	33969.84	33989.98	33838.53
28-05-2024 06:30:0060.00	0.00	129.25	127.29	125.95	126.66	7415.23	1205.22	7316.60	98.67		0.44	33924.47	33794.95	33803.93	33656.44
28-05-2024 06:45:0060.02	0.00	134.20	132.08	130.69	131.34	7630.67	1244.79	7528.43	98.66		0.45	33637.79	33506.70	33523.18	33359.12
28-05-2024 07:00:0060.00	0.00	138.13	135.85	133.81	135.62	7810.32	1312.89	7699.05	98.58		0.47	33481.62	33344.70	33368.56	33183.95
28-05-2024 07:15:0060.00	0.00	138.17	135.56	133.15	135.35	8000.65	54.70	7959.42		99.54	0.45	34428.60	34283.45	34300.66	34121.06
28-05-2024 07:30:0060.00	0.00	143.04	140.97	138.42	141.44	8364.17	-1161.62	8264.64		98.83	0.43	34631.36	34491.64	34516.48	34327.05
28-05-2024 07:45:0059.99	0.00	144.02	143.71	141.86	145.25	8546.96	-1844.14	8345.54		97.64	0.37	34730.81	34613.77	34640.23	34470.31
28-05-2024 08:00:0060.00	0.00	146.00	145.11	142.99	146.33	8620.99	-1785.75	8433.85		97.83	0.43	34704.07	34577.61	34612.84	34415.93
28-05-2024 08:15:0060.01	0.00	149.74	149.20	146.62	151.25	8814.70	-1691.96	8650.69		98.14	0.44	34507.14	34371.34	34399.48	34207.37
28-05-2024 08:30:0060.00	0.00	152.98	153.30	150.98	155.93	9002.77	-1646.48	8850.88		98.31	0.54	34291.72	34155.36	34189.75	33984.53
28-05-2024 08:45:0060.00	0.00	154.19	156.24	153.30	161.24	9175.12	-1551.12	9042.91		98.56	0.51	34264.76	34141.54	34167.63	33992.23
28-05-2024 09:00:0060.00	0.00	157.39	159.40	155.80	165.02	9392.12	-1432.40	9282.16		98.83	0.51	34372.13	34248.90	34267.80	34106.77
28-05-2024 09:15:0060.00	0.00	159.91	161.97	158.38	167.62	9506.98	-1405.50	9402.46		98.90	0.49	34229.37	34112.71	34141.01	33967.86
28-05-2024 09:30:0059.99	0.00	162.10	164.35	161.32	169.64	9595.69	-1328.44	9503.25		99.04	0.48	34038.18	33930.91	33977.45	33777.02
28-05-2024 09:45:0060.01	0.00	163.19	166.51	163.52	172.81	9670.84	-1293.45	9583.93		99.10	0.51	33854.64	33745.67	33768.52	33613.94
28-05-2024 10:00:0060.01	0.00	163.12	167.45	166.28	172.96	9686.19	-1261.02	9603.73		99.15	0.47	33699.33	33606.64	33647.48	33473.18
28-05-2024 10:15:0060.00	0.00	165.58	169.36	167.56	174.94	9778.47	-1257.00	9697.32		99.17	0.45	33638.69	33545.87	33589.23	33409.70
28-05-2024 10:30:0060.00	0.00	167.54	170.96	167.94	177.39	9866.30	-1236.86	9788.39		99.21	0.43	33618.95	33525.34	33557.56	33399.51
28-05-2024 10:45:0060.00	0.00	170.14	173.93	171.27	180.38	10006.84	-1170.11	9938.14		99.31	0.42	33501.31	33410.15	33444.32	33284.88
28-05-2024 11:00:0060.00	0.00	174.75	177.10	172.53	184.02	10184.07	-1098.91	10124.57		99.42	0.50	33503.16	33377.94	33401.17	33229.54
